nama_produk,harga_produk,penjual,kota_toko,banyak_terjual,rating_produk
Kerupuk Seblak Mentah 500gr - Krupuk Oren Matahari Pagi MP - Kemplang,10000,Cuanki_Bandung,Kab. Bandung,70,5.0
SEBLAK CIKRUH KERUPUK BANTAT,8000,Basreng MeyMey,Kab. Bandung,29,5.0
Seblak kering mix pedes daun jeruk Mega Snack 095,15000,Mega Snack 095,Cimahi,6,5.0
SEBLAK INSTAN BANDUNG KUAH PEDAS,5000,CraftFla,Tangerang Selatan,15,5.0
SiBumbu Seblak 15g,2000,Zada Frozen Food,Surabaya,6,5.0
Kerupuk Bibir Warna Warni Kerupuk enakKerupuk Seblak,5000,Pasar Ta Makassar,Makassar,3,5.0
Cipet somay kering segitiga isi 20 pcs toping seblak baso Aci cuanki,6999,Distributor Cuanki dan Seblak,Kab. Bekasi,250,4.8
Kerupuk Seblak,9000,SNACK JAKARTA 411,Jakarta Barat,500,5.0
SEBLAK INSTAN SIAP SAJI,15897,nyemilsaji,Kab. Bandung,1000,4.8
Seblak Komplitâ €â €,5500,lisdhacollection,Kab. Garut,4000,4.8
seblak kering rafael pedas daun jeruk / kerupuk seblak mawar 250 gram,13537,cemilan ti lembur,Bandung,50,5.0
SEBLAK BLAKAN | Seblak & Baso Aci Instan JUMBO Asli Sukabumi,17000,seblakblakan,Kab. Sukabumi,21,5.0
kerupuk seblak kering pedas 500 gr hot spicy keripik enak,22000,JAGO TOK PETOK,Surabaya,100,4.9
KERUPUK LOTEK / KERUPUK SEBLAK / KERUPUK ORANYE (MENTAH) per 250gr,7983,AYO BELANJA AYO MASAK - BY CERITA DAPUR BUNDA,Kab. Bantul,100,5.0
seblak basreng pedas original exstra daun jeruk 500gram,25000,seblak bandung99,Kab. Bandung,2000,4.8
Kerupuk Orange / Kerupuk Seblak 250gr / Kerupuk Mentah - BawangBagus,7500,BawangBagus,Tangerang,13,5.0
Kerupuk Kuning 250g Bahan Seblak by GG (Bisa COD/Grosir/Kargo),5500,gaiagarut,Kab. Garut,4,5.0
aneka kerupuk seblak kemasan 250gr,7550,cemilanmentahjakarta,Jakarta Utara,9,5.0
seblak kering bumbu kacang(100gr),4999,seblak_joy,Kab. Bandung,20,5.0
"cuanki sohu khas garut -+100 btr enak,renyah cocok baso aci,seblak dll",14999,aghniya,Tangerang Selatan,250,5.0
Kerupuk mawar putih mentag 250gram / kerupuk ikan / seblak viral,8000,Semesta kerupuk,Tangerang Selatan,13,5.0
Kylafood Mix Pentol Kuah dan Seblak Original,42500,kylafood,Bandung,60,4.9
Kerupuk Seblak Super Kering Tersayang,4025,Gudang Riyadh,Kab. Purwakarta,11,5.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK IKAN FUJI 500GR,18000,SuperSnacksShop,Kab. Bandung,10,5.0
Kerupuk Seblak Mawar Kriwil Pedas 60gr ANABA,2911,Siaga Lapak,Malang,70,5.0
"seblak krupuk 5000 ,hot pedas dan gurih - Pedas, 100gr",7999,seblak mitoha,Kab. Bandung,40,4.5
kerupuk bawang orange seblak - 250 gr,8500,annamustikashop,Jakarta Barat,30,5.0
KERUPUK SEBLAK PEDAS KRIUK 100 GRAM,7500,AUFARO SNACK,Kab. Bandung Barat,6,5.0
seblak basah instan komplit 200gr,12000,Kickball Official,Bandung,70,5.0
SNACK KILOAN MURAH MAKASSAR l KERUPUK SEBLAK PEDAS,33000,Snack Uenak,Makassar,7,5.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK IKAN FUJI 1KG,35000,SuperSnacksShop,Kab. Bandung,24,5.0
Kerupuk Seblak Bantat/Bantet 1kg Pedas Daun Jeruk,38500,TokoJaneeta,Kab. Garut,90,4.9
Kerupuk Putih Mentah Kerupuk Seblak Kerupuk Ikan Kerupuk Bawang 250gr,7500,Hello Cell & Distro,Bandung,3,5.0
kerupuk seblak pedas daun jeruk 100g,6000,hokinaCemilan,Cimahi,250,4.8
Seblak Instan Kumplit Seblak Instan Murah Tapi Rasa Gak Murahan,6000,dianspshop,Kab. Garut,100,5.0
kerupuk mix 250 gram campuran seblak,7399,ArfaOnlineShop,Tangerang,80,5.0
Geli Food Seblak Ceker Tanpa Tulang Super Pedas 180gr,29000,Lidigeli,Kab. Garut,100,4.9
Seblak instan komplit / seblak instan murah,5000,ismileusa_id,Kab. Bandung,750,4.8
"Seblak Rafael, Seblak Coet Instan Halal",25000,Brother Meat Shop,Jakarta Selatan,750,5.0
Paket Isi 6 Cuanki Instan Lakoca | Batagor Instan | Seblak Basah GFS,93840,Lakoca Official Shop,Cimahi,100,4.8
Seblak Instan Kenyang Murah Asli Bandung Reseller Tanpa Pengawet,7138,Berkah Food Bandung,Cimahi,7000,4.9
krupuk seblak hah pedas gurih 1kg,53000,Markas Makaroni,Kab. Bekasi,500,5.0
seblak kencur / okesnack,10000,oke snack,Jakarta Selatan,750,4.9
KERUPUK SEBLAK VIRAL RAFAEL,5500,D'gegaresan,Jakarta Utara,100,4.3
siomay mini kering 250 gram toping seblak baso aci,7999,CUANKI CULAMETAN,Kab. Garut,250,4.8
"KERUPUK SEBLAK MENTAH ANEKA WARNA - Bawang Oren, 500 gram",12500,jajanangarut19,Jakarta Selatan,500,4.8
GFS Seblak Basah Instan Original - Tinggal Seduh 3 Menit Langsung Siap,16618,Lakoca Official Shop,Cimahi,100,4.9
Seblak Instan Premium Bangsatria,21000,Foodstocks,Jakarta Selatan,30,5.0
seblak keong pedas maknyus,10000,jajansnacks jkt,Jakarta Barat,100,4.9
Seblak Instant Basranger Extra Pedas Daun Jeruk (200gr),19700,Gerai Snack Official Shop,Kab. Tangerang,100,4.9
CAMILAN SEBLAK PEDAS 250GR JAJANAN OLEH-OLEH SNACK KILOAN CAMILAN KILO,12500,LARISSA SNACK STORE,Semarang,100,4.9
seblak kerupuk kemplang bawang pedas daun jeruk,40500,basreng sultan bandung viral,Kab. Bandung,3,5.0
Paket Seblak Original Bandung - Baso Aci,8500,RZTSHOP86,Bandung,250,4.9
Siomay Segi Tiga Topping Seblak dan Baso aci Murah,4000,Kerabat Official Store,Kab. Tasikmalaya,5,5.0
Kerupuk Bawang Prima / Krupuk Seblak 100gram,8000,Parengge Rengge bumbu & rempah,Jakarta Timur,4,5.0
Kylafood Spesial 3.3 (1 Seblak Original 1 Batagor Kuah Free Cireng),65000,kylafood,Bandung,22,5.0
kerupuk seblak pedas daun jeruk 1 kg,42000,hokinaCemilan,Cimahi,100,5.0
(PROMO MURAH) Seblak instan jajanan khas bandung by karoppotta,8380,karoppotta official,Makassar,100,4.9
seblak mix campuran pedas daun jeruk viral tiktok tok,39999,basreng sultan bandung viral,Kab. Bandung,60,5.0
Gelichips Seblak Kering Sebring Camilan Kerupuk Pedas Daun Jeruk 65 gr,12900,Lidigeli,Kab. Garut,100,4.7
Kerupuk Bawang Warna 5 Kg (BALL) Kerupuk Seblak / Kerupuk Mentah / Ker,86300,Distributor Topping Baso Aci,Bandung,6,5.0
KRUPUK STIK RASA UDANG CAP PADI KAPAS KHAS INDRAMAYU BISA BUAT SEBLAK,21500,dariimyu,Kab. Indramayu,500,4.9
Penawaran Terbatas Kerupuk Seblak Mawar Kribo Pedas Daun Jeruk,20000,milandualima,Jakarta Selatan,3,5.0
kemasan 500 gram kerupuk seblak rafael /jual sebring viral,25000,eatmeaddict1512,Jakarta Selatan,5,5.0
Seblak Instan Sehati,13000,Official Kartika Sari,Bandung,750,5.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 200 GR MAWAR KUNING,5750,SuperSnacksShop,Kab. Bandung,30,4.9
Kerupuk seblak mawar bantet 1 kg,48000,Markas Makaroni,Kab. Bekasi,30,5.0
KERUPUK BAWANG ANEKA WARNA KRUPUK SEBLAK MENTAH WARNA WARNI,13500,BociKakang,Jakarta Selatan,250,4.8
cuanki/cuankie lidah isi 100 pcs baso Aci/boci/seblak,26399,ArfaOnlineShop,Tangerang,70,4.9
kerupuk seblak kencur pedas buat camilan cemilan atau lauk,15000,arlano,Surakarta,13,5.0
cuanki tahu kering seblak isi 50 pcs toping seblak baso aci,12500,CUANKI CULAMETAN,Kab. Garut,750,4.9
Kerupuk Seblak Rafael Pedas / Seblak Mawar Pedes - Duo Bocil Snack,16000,DUO BOCIL SNACK,Depok,250,4.9
Seblak Hot Spicy By Bapper Food / Seblak Instant Khas Bandung,19110,Foodstocks,Jakarta Selatan,250,5.0
Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah,64906,Lakoca Official Shop,Cimahi,30,4.9
Gelifood Combo 3pcs Seblak Ceker Tanpa Tulang Super Pedas,85000,Lidigeli,Kab. Garut,60,4.7
Kerupuk seblak beton cikruh pedas daun jeruk / seblak beton bantat,12112,cemilan ti lembur,Bandung,30,5.0
SEBLAK KERING CIKRUH BUMBU KACANG VARIAN SIOMAY,10799,Simshop_,Cimahi,3,5.0
seblak kerupuk bantat pedas daun jeruk renyah gurih cemilan Hah keripi,25000,basreng teteh99,Kab. Bandung,60,4.8
SEBLAK TULANG RANGU NYAIMERCON,21145,makanyukbekasi,Bekasi,60,5.0
SEBLAK CAMPUR/MIX CAMPUR KERUPUK SEBLAK JENGKOL /PEDO/BETON/BASRENG NETO 500GRAM PEDAS FOOD,23500,seblak mitoha,Kab. Bandung,17,4.5
Seblak Kerupuk Instan Mawar 500gram Pedas Daun Jeruk,25000,Bandung_snack,Kab. Bandung,18,5.0
batagor mini kering / cuanki / siomay / seblak / bakso aci,16000,fahirastores,Kab. Bandung Barat,100,4.9
Kerupuk Warna Warni | Kerupuk Seblak 250 gr,6000,SAHABAT ANUGRAH STORE,Medan,7,5.0
Kerupuk Warna Warni | Kerupuk Seblak 250 gr,6000,ANUGRAH REJEKI BERSAMA,Medan,5,5.0
"krupuk mie kuning,pedas,sebring pedas,seblak,cemilan pedas daun jeruk,",20000,anugrah seblak,Kab. Bandung,70,4.2
SAMBAL BUMBU SEBLAK / SEBLAK INSTAN / SEBLAK PRAKTIS / PEDAS GURIH,3500,Uai Food,Surabaya,70,4.5
krupuk seblak bumbu kacang,16800,H Nugraha,Bandung,50,4.8
kerupuk seblak kering pedas seblak kemplang Bandung serba 2000,5500,Toko Ikhsan Cempaka,Bogor,5,5.0
KERUPUK | KRUPUK | SEBLAK | RANTAI / RANTE | KEPANG | WARNA WARNI | MENTAH | KERUPUK RANTAI WARNA,8155,Ekaria Boga,Kab. Banyumas,2,4.0
CIKEMAM- SEBLAK SEUHAH BANDUNG PEDAS HALAL,14900,CIKEMAM,Cimahi,90,4.9
kerupuk seblak pedas daun jeruk 1/2 kg,23000,hokinaCemilan,Cimahi,250,4.9
Seblak Ceker Sotong Sosreng fortuna Piksus ikan kerapu gurih Pedas,10000,masazies19,Kab. Madiun,80,5.0
Snack CeKelin Kerupuk Seblak Aneka Rasa 50g,7500,meimei0088,Semarang,1,5.0
1BALL Sukro Pilus Cikur Sarirasa isi 50pcs Pelengkap Baso Aci Seblak,25000,lahawelah,Kab. Garut,100,5.0
Kerupuk Seblak Beton Pedas 250g,14500,BandungBarayaSnack,Bandung,5,5.0
Seblak Soaci,14000,Pedas Gilaa,Surabaya,250,4.8
Kylafood Seblak Cup,14000,Kylafood Jakarta,Jakarta Selatan,250,4.9
Kerupuk Seblak Mentah 200gram,5400,Sayurku Co.,Malang,24,5.0
Kerupuk jeblay kiloan 1 kg pedas Kerupuk seblak,40000,RIKI STORE 97,Kab. Bogor,4,5.0
KERUPUK Merah Seblak 250gr [Repack],6250,PutraPerdana Food,Kab. Bekasi,5,5.0
Kerupuk Keong Warna Warni 250gr Krupuk Seblak Mentah,6000,Celikafood,Bandung,40,5.0
Kerupuk Putih Seblak Tenggiri | Mutiara Sari | 250gram | Kiloan Mentah,4999,Toko NRV Plastik dan Bahan Kue,Bandung,40,5.0
"seblak bintang,cemilan instan,siap makan,enak gurih,dan lezat",5000,anugrah seblak,Kab. Bandung,500,4.7
"Seblak kuah instan , Seblak khas garut a",6000,iwan resistans leather,Kab. Garut,19,4.5
seblak kering / seblak kerupuk krupuk putih bawang pedas / murah enak,7000,Jagoicip,Jakarta Pusat,7,5.0
KERUPUK | KRUPUK BAWANG | SEBLAK | GELUNG | UDEL | IKAN | BENTUK TUMPENG | WARNA WARNI | MENTAH | KERUPUK KEONG WARNA,8435,Ekaria Boga,Kab. Banyumas,4,4.3
Kylafood Seblak Original Play,19125,kylafood,Bandung,1000,4.9
siomay mini kering 1kg toping seblak baso aci,24999,CUANKI CULAMETAN,Kab. Garut,250,4.9
SEBLAK KERING 100gr DUA VARIAN RASA,4500,jajanangarut19,Jakarta Selatan,250,4.7
cuanki tahu gepeng isi 50 pcs toping seblak baso aci,19500,CUANKI CULAMETAN,Kab. Garut,100,5.0
Paket Isi 6 Makaroni Basah Instan | Seblak Basah Instan,93840,Lakoca Official Shop,Cimahi,15,4.8
cuanki pangsit segitiga atau cipet isi 40 pcs toping seblak baso aci,13999,CUANKI CULAMETAN,Kab. Garut,100,4.9
CUANKI TAHU KERING isi 500pcs Topping SEBLAK Cuanki Baso Aci,130000,jajanangarut19,Jakarta Selatan,30,3.6
Kylafood Seblak Rempah Autentik isi (5pcs),61275,kylafood,Bandung,250,4.8
Pasar Keripik Kerupuk Seblak Mawar Mini Pedas size Besar,28500,Pasar Keripik Bandung,Bandung,30,4.9
Keripik /cemilam snack/ kerupuk seblak pedas daun jeruk/100 gram,8000,eatmeaddict1512,Jakarta Selatan,50,5.0
Kerupuk Seblak Kering Putih Ngembang Khas Keripik Pojok Riki Mang Odod,13999,Keripik Edun Bandung,Kab. Bandung,50,5.0
kerupuk seblak mentah 250gr,10000,Ogan bumbu kering,Kab. Deli Serdang,14,5.0
KERUPUK SEBLAK JABLAY 250 GRAM,12000,TOKO KUE MEISYA,Jakarta Pusat,250,4.9
siomay mini kering 250 gram toping seblak baso aci,7999,CUANKI CULAMETAN,Kab. Garut,250,4.8
cuanki lidah isi 50 topping baso aci dan seblak,11999,Culametan Food,Kab. Garut,60,4.9
pangsit segitiga kering atau cipet isi 100 toping seblak baso aci,32999,CUANKI CULAMETAN,Kab. Garut,100,4.9
BUMBU BASO ACI SEBLAK 100gr,12000,jajanangarut19,Jakarta Selatan,250,4.9
Batagor Kering Mini Bisa untuk Seblak Dan Campuran Baso Aci,7000,RZTSHOP86,Bandung,27,4.9
Kerupuk Seblak Kencur Pedas 1 kg Termurah,8000,MuezzaSnack,Kab. Cirebon,27,4.8
Kerupuk seblak daun jeruk,15000,Camilan Raffa | 0881037981535,Denpasar,8,5.0
sebring/seblak kering elod pedas daun jeruk/original kriuk 250g.,15900,Syahla_Shop16,Kab. Bandung,2,5.0
Sabring kerupuk seblak pedas gurih,3000,RIKI STORE 97,Kab. Bogor,100,4.9
SEBLAK INSTANT | SEBLAK INSTANT KOMPLIT GROSIR | SEBLAK KACIDA CIKURNA,6500,'Cemilan Aqila,Kab. Bekasi,3,5.0
Seblak Cobek Pedas Coet Viral ala Rafael Bumbu Khas Rempah,15000,AMANA SNACK,Tangerang Selatan,27,5.0
Krupuk seblak//Krupuk Bantet 250gr,6000,Bunda alifba,Jakarta Barat,60,4.8
COD Kerupuk Seblak Kering 1kg Pedas Bantet Krupuk Seblak Kering Pedas,4939,Bawang Goreng Juara,Kab. Kuningan,2,5.0
cuanki tahu kering seblak atau batagor kering isi 150 pcs,32999,CUANKI CULAMETAN,Kab. Garut,250,4.8
Kylafood Seblak karuhun,11475,kylafood,Bandung,4000,4.8
Seblak Mommy,14700,Gerai Snack Official Shop,Kab. Tangerang,2000,4.6
Kylafood Seblak Mie Baso Sapi Play,23375,kylafood,Bandung,250,4.9
seblak kerupuk kering pedas 100 gram,5000,Nao_Qcrunch,Kab. Garut,50,5.0
BUMBU BASO ACI SEBLAK 100gr,12000,jajanangarut19,Jakarta Selatan,250,4.9
cuanki lidah 150 pcs toping seblak baso aci,35111,CUANKI CULAMETAN,Kab. Garut,500,4.9
Mie Seblak Geprek SamiRaos Original | Seblak Mie Instat Pedas,20000,Lemari Wanita,Jakarta Timur,16,5.0
"Kerupuk mawar mentah 250gr/500gr/1kg, cocok untuk seblak dan camilan.",17000,Kerupuk Enak 01,Kab. Tangerang,5,5.0
Cuankie Tahu Kriting premium topping baso aci / seblak,2500,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,2000,4.8
KERUPUK SEBLAK MAWAR / SEBLAK KRIWIL KRIWUL PEDAS MURAH AUFARO SNACK,4000,AUFARO SNACK,Kab. Bandung Barat,15,5.0
seblak kerupuk jengkol pedas jeruk isi 500gr,14999,seblak mitoha,Kab. Bandung,3,4.0
"BUNDLING 2 (1 SEBLAK , 1 BASO ACI, 1 KEJU AROMA)",61000,Sajodo Snack & Food,Tasikmalaya,17,4.9
kerupuk kepang mentah bahan seblak dan cemilan,5000,DVA fashion and beauty,Bandung,6,5.0
Kylafood Seblak Rempah Autentik isi (10pcs),116100,kylafood,Bandung,100,4.9
"pangsit segitiga, cipet isi 20 pcs topping baso aci dan seblak",6999,Culametan Food,Kab. Garut,20,5.0
Kylafood Seblak Kwetiaw,19975,kylafood,Bandung,4000,4.9
Seblak Rempah Autentik Kyla Food Khas Bandung 115 g,16700,Gerai Snack Official Shop,Kab. Tangerang,60,5.0
siomay kering 1kg isi 150 pcs toping seblak baso aci,34999,CUANKI CULAMETAN,Kab. Garut,90,4.9
KERUPUK JABLAY BANTET / KERUPUK JABLAI MINI / KERUPUK SETAN / KERUPUK SEBLAK KECIL,13000,ngemildotcom,Depok,12,5.0
Krupuk Ikan Coin Super Pedas Camilan Kerupuk Seblak Cemilan Snack 100g,8000,Panen Raya Oleh Oleh,Surabaya,100,4.7
COD Kerupuk Seblak Mentah Putih Kerupuk Seblak,8999,MarkToserba,Kab. Kuningan,2,5.0
Cuanki Baso Tahu Kering ISI 100 untuk Seblak dan baso aci,29999,gaiagarut,Kab. Garut,500,4.9
Kerupuk Seblak Pedas Gurih aroma Kencur,15000,DUO BOCIL SNACK,Depok,1000,4.7
KRUPUK JABLAY PEDAS 220GR/KRUPUK SEBLAK/CEMILAN SNACK/SNACK KILOAN.,12500,Agen Snack Murah,Jakarta Barat,40,4.9
Batagor Seblak Cuanki Kuah Rebus Instan Ma Acih Cemilan Tradisional,20750,TOSERDA,Bandung,100,4.8
"PAKET BLAKKUR ( SEBLAK INSTAN, PILUS CIKUR PEDAS JERUK)",33000,Sajodo Snack & Food,Tasikmalaya,12,5.0
Seblak Asgar Cilok Jeletot,25000,KulinerIndo,Yogyakarta,16,5.0
Siomay Mini Kering Isi 250 Gram Topping Baso Aci / Seblak / Cuanki,5999,Bara Snack Kediri 1,Kediri,7,5.0
Krupuk Seblak Koin Kering Pedas 200gr Snack Kiloan JST,10999,Jember Snack Time,Kab. Jember,100,4.7
Pilus Cikur Topping Baso Aci / Seblak,11500,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,250,4.8
Cuanki sohu mini 500 gram toping seblak baso aci atau cemilan,24000,CUANKI CULAMETAN,Kab. Garut,40,4.9
Cireng Seblak,18000,MajuMakmurFrozenFood,Kab. Karawang,9,5.0
Seblak Kerupuk Bawang bantet pedas daun jeruk cemilan lnstan enak,5000,seblak csc,Kab. Bandung,70,5.0
Kerupuk Seblak Beton 250g,12000,berkah66snack,Kab. Serang,12,5.0
"Seblak kuah instan , Seblak khas garut b",5000,iwan resistans leather 2,Kab. Garut,500,4.9
seblak stik pedas,3500,cemilanbogorgrosir,Bogor,13,4.7
Seblak Karuhun,11475,kylafood,Bandung,70,5.0
[ENDOSHOPID] 250 Gr Kerupuk Kepang Seblak Cuanki,6000,Endo Shop ID,Kab. Garut,40,5.0
Seblak Kencur 250gr/Kerupuk Seblak Rasa Kencur/Snack Cemilan,12500,Agen Snack Murah,Jakarta Barat,250,5.0
KERUPUK SEBLAK KERING 1KG BY OYUN KRIUKZZ,47400,oyun kriukzz,Jakarta Barat,30,5.0
Kerupuk Seblak Pedas Gurih Kemasan 100 Gram,5499,Baso Aci Ayang,Kab. Garut,100,4.8
kerupuk seblak,8000,food house,Jakarta Timur,30,5.0
KRUPUK SEBLAK/KRUPUK JABLAY/KRUPUK REMPAH KENCUR,5500,NR9_STORE,Kab. Banyumas,13,5.0
Seblak instan komplit murah,5500,lisdhacollection,Kab. Garut,21,5.0
Kerupuk Seblak Oranye (200gr) - Kerupuk Kemplang Matahari Pagi MP,4000,Pusat Grosir Cuanki,Kab. Bandung,11,5.0
Makanan Kering Kerupuk Seblak Pedas 100 gram,5000,BLIBET,Jakarta Barat,11,5.0
Kylafood Mix Pentol Kuah dan Seblak Original,42500,kylafood,Bandung,60,4.9
Pasar Keripik Kerupuk Seblak Mawar Pedas size Kiloan,65000,Pasar Keripik Bandung,Bandung,11,4.9
Kylafood Mix Fav Selebgram Seblak Original & Batagor kuah,42500,kylafood,Bandung,250,4.8
Mie Seblak Geprek Sami Raos Khas Garut Seblak Instant Kekinian 160gr,18900,Foodstocks,Jakarta Selatan,100,5.0
Kylafood Seblak Kwetiaw play,19975,kylafood,Bandung,500,4.9
